Parameter.Code,monitor_id,POC,Date.Local,Units.of.Measure,mean
44201,0013001,2,2010-03-19,Parts per billion,37.125
44201,0013001,2,2010-03-20,Parts per billion,23.166666666666668
44201,0013001,2,2010-03-21,Parts per billion,24.291666666666668
44201,0013001,2,2010-03-22,Parts per billion,29.25
44201,0013001,2,2010-03-23,Parts per billion,30.708333333333332
44201,0013001,2,2010-03-24,Parts per billion,39.75
44201,0013001,2,2010-03-25,Parts per billion,19.956521739130434
44201,0013001,2,2010-03-26,Parts per billion,25.291666666666668
44201,0013001,2,2010-03-27,Parts per billion,40.125
44201,0013001,2,2010-03-28,Parts per billion,29.166666666666668
44201,0013001,2,2010-03-29,Parts per billion,33.391304347826086
44201,0013001,2,2010-03-30,Parts per billion,29.958333333333332
44201,0013001,2,2010-03-31,Parts per billion,29.041666666666668
44201,0013001,2,2010-04-01,Parts per billion,37.375
44201,0013001,2,2010-04-02,Parts per billion,43.833333333333336
44201,0013001,2,2010-04-03,Parts per billion,37.75
44201,0013001,2,2010-04-04,Parts per billion,45.333333333333336
44201,0013001,2,2010-04-05,Parts per billion,39.166666666666664
44201,0013001,2,2010-04-06,Parts per billion,46.291666666666664
44201,0013001,2,2010-04-07,Parts per billion,44.208333333333336
44201,0013001,2,2010-04-08,Parts per billion,27.17391304347826
44201,0013001,2,2010-04-09,Parts per billion,26.875
44201,0013001,2,2010-04-10,Parts per billion,35.041666666666664
44201,0013001,2,2010-04-11,Parts per billion,25.5
44201,0013001,2,2010-04-12,Parts per billion,29.583333333333332
44201,0013001,2,2010-04-13,Parts per billion,50.041666666666664
44201,0013001,2,2010-04-14,Parts per billion,42
44201,0013001,2,2010-04-15,Parts per billion,40.875
44201,0013001,2,2010-04-16,Parts per billion,35.125
44201,0013001,2,2010-04-17,Parts per billion,20.916666666666668
44201,0013001,2,2010-04-18,Parts per billion,26.041666666666668
44201,0013001,2,2010-04-19,Parts per billion,31.333333333333332
44201,0013001,2,2010-04-20,Parts per billion,15.583333333333334
44201,0013001,2,2010-04-21,Parts per billion,34.36842105263158
44201,0013001,2,2010-04-22,Parts per billion,36.583333333333336
44201,0013001,2,2010-04-23,Parts per billion,48.208333333333336
44201,0013001,2,2010-04-24,Parts per billion,41.25
44201,0013001,2,2010-04-25,Parts per billion,33.75
44201,0013001,2,2010-04-26,Parts per billion,45.04761904761905
44201,0013001,2,2010-04-27,Parts per billion,26.625
44201,0013001,2,2010-04-28,Parts per billion,34.291666666666664
44201,0013001,2,2010-04-29,Parts per billion,48.875
44201,0013001,2,2010-04-30,Parts per billion,29.166666666666668
44201,0013001,2,2010-05-01,Parts per billion,31.541666666666668
44201,0013001,2,2010-05-02,Parts per billion,29.291666666666668
44201,0013001,2,2010-05-03,Parts per billion,37.5
44201,0013001,2,2010-05-04,Parts per billion,41.291666666666664
44201,0013001,2,2010-05-05,Parts per billion,41.583333333333336
44201,0013001,2,2010-05-06,Parts per billion,39.65217391304348
44201,0013001,2,2010-05-07,Parts per billion,38.583333333333336
44201,0013001,2,2010-05-08,Parts per billion,31.125
44201,0013001,2,2010-05-09,Parts per billion,39.625
44201,0013001,2,2010-05-10,Parts per billion,43.666666666666664
44201,0013001,2,2010-05-11,Parts per billion,26.75
44201,0013001,2,2010-05-12,Parts per billion,32.40909090909091
44201,0013001,2,2010-05-13,Parts per billion,32.166666666666664
44201,0013001,2,2010-05-14,Parts per billion,28.458333333333332
44201,0013001,2,2010-05-15,Parts per billion,25.375
44201,0013001,2,2010-05-16,Parts per billion,35.875
44201,0013001,2,2010-05-17,Parts per billion,31.458333333333332
44201,0013001,2,2010-05-18,Parts per billion,34.958333333333336
44201,0013001,2,2010-05-19,Parts per billion,35.041666666666664
44201,0013001,2,2010-05-20,Parts per billion,30.958333333333332
44201,0013001,2,2010-05-21,Parts per billion,27.263157894736842
44201,0013001,2,2010-05-22,Parts per billion,40.625
44201,0013001,2,2010-05-23,Parts per billion,41.833333333333336
44201,0013001,2,2010-05-24,Parts per billion,32.333333333333336
44201,0013001,2,2010-05-25,Parts per billion,40.458333333333336
44201,0013001,2,2010-05-26,Parts per billion,32.78260869565217
44201,0013001,2,2010-05-27,Parts per billion,39.130434782608695
44201,0013001,2,2010-05-28,Parts per billion,25.5625
44201,0013001,2,2010-05-29,Parts per billion,36.958333333333336
44201,0013001,2,2010-05-30,Parts per billion,43.458333333333336
44201,0013001,2,2010-05-31,Parts per billion,34.125
44201,0013001,2,2010-06-01,Parts per billion,33.958333333333336
44201,0013001,2,2010-06-02,Parts per billion,29.958333333333332
44201,0013001,2,2010-06-03,Parts per billion,16.625
44201,0013001,2,2010-06-04,Parts per billion,18.91304347826087
44201,0013001,2,2010-06-05,Parts per billion,27.916666666666668
44201,0013001,2,2010-06-06,Parts per billion,35.333333333333336
44201,0013001,2,2010-06-07,Parts per billion,35.291666666666664
44201,0013001,2,2010-06-08,Parts per billion,37.416666666666664
44201,0013001,2,2010-06-09,Parts per billion,41.708333333333336
44201,0013001,2,2010-06-10,Parts per billion,35.833333333333336
44201,0013001,2,2010-06-11,Parts per billion,40.5
44201,0013001,2,2010-06-12,Parts per billion,34.083333333333336
44201,0013001,2,2010-06-13,Parts per billion,25.375
44201,0013001,2,2010-06-14,Parts per billion,20.09090909090909
44201,0013001,2,2010-08-17,Parts per billion,42.8
44201,0013001,2,2010-08-18,Parts per billion,19.5
44201,0013001,2,2010-08-19,Parts per billion,34.57142857142857
44201,0013001,2,2010-08-20,Parts per billion,24.708333333333332
44201,0013001,2,2010-08-21,Parts per billion,37.25
44201,0013001,2,2010-08-24,Parts per billion,42.625
44201,0013001,2,2010-08-25,Parts per billion,36.65217391304348
44201,0013001,2,2010-08-26,Parts per billion,32.708333333333336
44201,0013001,2,2010-08-30,Parts per billion,38
44201,0013001,2,2010-08-31,Parts per billion,35.791666666666664
44201,0013001,2,2010-09-01,Parts per billion,24.416666666666668
44201,0013001,2,2010-09-02,Parts per billion,31.5
44201,0013001,2,2010-09-03,Parts per billion,24.708333333333332
44201,0013001,2,2010-09-04,Parts per billion,21.458333333333332
44201,0013001,2,2010-09-05,Parts per billion,20.666666666666668
44201,0013001,2,2010-09-06,Parts per billion,39.166666666666664
44201,0013001,2,2010-09-07,Parts per billion,30.5
44201,0013001,2,2010-09-08,Parts per billion,22.583333333333332
44201,0013001,2,2010-09-09,Parts per billion,31.375
44201,0013001,2,2010-09-10,Parts per billion,44.708333333333336
44201,0013001,2,2010-09-11,Parts per billion,30.583333333333332
44201,0013001,2,2010-09-12,Parts per billion,25.75
44201,0013001,2,2010-09-13,Parts per billion,22.166666666666668
44201,0013001,2,2010-09-14,Parts per billion,26.041666666666668
44201,0013001,2,2010-09-15,Parts per billion,32.416666666666664
44201,0013001,2,2010-09-16,Parts per billion,26.043478260869566
44201,0013001,2,2010-09-17,Parts per billion,30.291666666666668
44201,0013001,2,2010-09-18,Parts per billion,23.166666666666668
44201,0013001,2,2010-09-19,Parts per billion,24.25
44201,0013001,2,2010-09-20,Parts per billion,21.083333333333332
44201,0013001,2,2010-09-21,Parts per billion,28.63157894736842
44201,0013001,2,2010-09-22,Parts per billion,12.791666666666666
44201,0013001,2,2010-09-23,Parts per billion,28.25
44201,0013001,2,2010-09-24,Parts per billion,22.041666666666668
44201,0013001,2,2010-09-25,Parts per billion,24.708333333333332
44201,0013001,2,2010-09-26,Parts per billion,25.375
44201,0013001,2,2010-09-27,Parts per billion,8.571428571428571
44201,0013001,2,2010-09-28,Parts per billion,14.625
44201,0013001,2,2010-09-29,Parts per billion,23.375
44201,0013001,2,2010-09-30,Parts per billion,25.52173913043478
44201,0013001,2,2010-10-01,Parts per billion,32.666666666666664
44201,0013001,2,2010-10-02,Parts per billion,30.166666666666668
44201,0013001,2,2010-10-03,Parts per billion,24.541666666666668
44201,0013001,2,2010-10-04,Parts per billion,22.434782608695652
44201,0013001,2,2010-10-05,Parts per billion,21.952380952380953
44201,0013001,2,2010-10-06,Parts per billion,28.608695652173914
44201,0013001,2,2010-10-07,Parts per billion,9.23076923076923
44201,0013001,2,2010-10-08,Parts per billion,33.375
44201,0013001,2,2010-10-09,Parts per billion,35.958333333333336
44201,0013001,2,2010-10-10,Parts per billion,16.875
44201,0013001,2,2010-10-11,Parts per billion,21.833333333333332
44201,0013001,2,2010-10-12,Parts per billion,20.217391304347824
44201,0013001,2,2010-10-13,Parts per billion,15.428571428571429
44201,0013001,2,2010-10-20,Parts per billion,25.916666666666668
44201,0013001,2,2010-10-21,Parts per billion,15.875
44201,0013001,2,2010-10-22,Parts per billion,15.375
44201,0013001,2,2010-10-23,Parts per billion,16.25
44201,0013001,2,2010-10-24,Parts per billion,19.5
44201,0013001,2,2010-10-25,Parts per billion,31.083333333333332
44201,0013001,2,2010-10-26,Parts per billion,40.166666666666664
44201,0013001,2,2010-10-27,Parts per billion,29.125
44201,0013001,2,2010-10-28,Parts per billion,9.916666666666666
44201,0013001,2,2010-10-29,Parts per billion,14
44201,0013001,2,2010-10-30,Parts per billion,26.17391304347826
44201,0013001,2,2010-10-31,Parts per billion,31.5
44201,0013001,2,2010-11-01,Parts per billion,23
44201,0013001,2,2010-11-02,Parts per billion,12.333333333333334
44201,0013001,2,2010-11-03,Parts per billion,21.041666666666668
44201,0013001,2,2010-11-04,Parts per billion,9.458333333333334
44201,0013001,2,2010-11-05,Parts per billion,12.791666666666666
44201,0013001,2,2010-11-06,Parts per billion,12.708333333333334
44201,0013001,2,2010-11-07,Parts per billion,21.041666666666668
44201,0013001,2,2010-11-08,Parts per billion,9.869565217391305
44201,0013001,2,2010-11-17,Parts per billion,4.875
44201,0013001,2,2010-11-18,Parts per billion,6.318181818181818
44201,0013001,2,2010-11-19,Parts per billion,5.9523809523809526
44201,0013001,2,2010-11-20,Parts per billion,8.083333333333334
44201,0013001,2,2010-11-21,Parts per billion,7.875
44201,0013001,2,2010-11-22,Parts per billion,15.863636363636363
44201,0013001,2,2010-11-23,Parts per billion,11.047619047619047
44201,0013001,2,2010-11-24,Parts per billion,19.25
44201,0013001,2,2010-11-25,Parts per billion,31
44201,0013001,2,2010-11-26,Parts per billion,11
44201,0013001,2,2010-11-27,Parts per billion,10.666666666666666
44201,0013001,2,2010-11-28,Parts per billion,20.416666666666668
44201,0013001,2,2010-11-29,Parts per billion,29.166666666666668
44201,0013001,2,2010-11-30,Parts per billion,17.458333333333332
44201,0013001,2,2010-12-01,Parts per billion,14
44201,0013001,2,2010-12-02,Parts per billion,3.2916666666666665
44201,0013001,2,2010-12-03,Parts per billion,20.541666666666668
44201,0013001,2,2010-12-04,Parts per billion,25.666666666666668
44201,0013001,2,2010-12-05,Parts per billion,11.083333333333334
44201,0013001,2,2010-12-06,Parts per billion,0.875
44201,0013001,2,2010-12-07,Parts per billion,11.416666666666666
44201,0013001,2,2010-12-08,Parts per billion,3.6666666666666665
44201,0013001,2,2010-12-09,Parts per billion,18.458333333333332
44201,0013001,2,2010-12-10,Parts per billion,21.217391304347824
44201,0013001,2,2010-12-11,Parts per billion,23.666666666666668
44201,0013001,2,2010-12-12,Parts per billion,14.208333333333334
44201,0013001,2,2010-12-13,Parts per billion,25.416666666666668
44201,0013001,2,2010-12-14,Parts per billion,6.583333333333333
44201,0013001,2,2010-12-15,Parts per billion,14.916666666666666
44201,0013001,2,2010-12-16,Parts per billion,25.875
44201,0013001,2,2010-12-17,Parts per billion,16.958333333333332
44201,0013001,2,2010-12-18,Parts per billion,7.916666666666667
44201,0013001,2,2010-12-19,Parts per billion,3.4583333333333335
44201,0013001,2,2010-12-20,Parts per billion,14.541666666666666
44201,0013001,2,2010-12-21,Parts per billion,16.666666666666668
44201,0013001,2,2010-12-22,Parts per billion,1.5909090909090908
44201,0013001,2,2010-12-23,Parts per billion,3.875
44201,0013001,2,2010-12-24,Parts per billion,13.125
44201,0013001,2,2010-12-25,Parts per billion,11.666666666666666
44201,0013001,2,2010-12-26,Parts per billion,6.833333333333333
44201,0013001,2,2010-12-27,Parts per billion,17.708333333333332
44201,0013001,2,2010-12-28,Parts per billion,7.25
44201,0013001,2,2010-12-29,Parts per billion,11.625
44201,0013001,2,2010-12-30,Parts per billion,17.125
44201,0013001,2,2010-12-31,Parts per billion,24.666666666666668
44201,0050002,1,2010-01-01,Parts per billion,15.541666666666666
44201,0050002,1,2010-01-02,Parts per billion,11.583333333333334
44201,0050002,1,2010-01-03,Parts per billion,24.291666666666668
44201,0050002,1,2010-01-04,Parts per billion,24.666666666666668
44201,0050002,1,2010-01-05,Parts per billion,24.041666666666668
44201,0050002,1,2010-01-06,Parts per billion,16.291666666666668
44201,0050002,1,2010-01-07,Parts per billion,15.833333333333334
44201,0050002,1,2010-01-08,Parts per billion,17.772727272727273
44201,0050002,1,2010-01-09,Parts per billion,28.583333333333332
44201,0050002,1,2010-01-10,Parts per billion,26.666666666666668
44201,0050002,1,2010-01-11,Parts per billion,26.541666666666668
44201,0050002,1,2010-01-12,Parts per billion,30.75
44201,0050002,1,2010-01-13,Parts per billion,24.73913043478261
44201,0050002,1,2010-01-14,Parts per billion,15.208333333333334
44201,0050002,1,2010-01-15,Parts per billion,24.041666666666668
44201,0050002,1,2010-01-16,Parts per billion,30.625
44201,0050002,1,2010-01-17,Parts per billion,24.291666666666668
44201,0050002,1,2010-01-18,Parts per billion,25.25
44201,0050002,1,2010-01-19,Parts per billion,15.75
44201,0050002,1,2010-01-20,Parts per billion,18.833333333333332
44201,0050002,1,2010-01-21,Parts per billion,19.833333333333332
44201,0050002,1,2010-01-22,Parts per billion,21.130434782608695
44201,0050002,1,2010-01-23,Parts per billion,34.375
44201,0050002,1,2010-01-24,Parts per billion,34.916666666666664
44201,0050002,1,2010-01-25,Parts per billion,31.416666666666668
44201,0050002,1,2010-01-26,Parts per billion,5.666666666666667
44201,0050002,1,2010-01-27,Parts per billion,16.5
44201,0050002,1,2010-01-28,Parts per billion,6.375
44201,0050002,1,2010-01-29,Parts per billion,12.08695652173913
44201,0050002,1,2010-01-30,Parts per billion,26.958333333333332
44201,0050002,1,2010-01-31,Parts per billion,14.25
44201,0050002,1,2010-02-01,Parts per billion,31.708333333333332
44201,0050002,1,2010-02-02,Parts per billion,25.458333333333332
44201,0050002,1,2010-02-03,Parts per billion,33.666666666666664
44201,0050002,1,2010-02-04,Parts per billion,29.125
44201,0050002,1,2010-02-05,Parts per billion,28.08695652173913
44201,0050002,1,2010-02-06,Parts per billion,6.25
44201,0050002,1,2010-02-07,Parts per billion,11.916666666666666
44201,0050002,1,2010-02-08,Parts per billion,25.5
44201,0050002,1,2010-02-09,Parts per billion,19.541666666666668
44201,0050002,1,2010-02-10,Parts per billion,21.375
44201,0050002,1,2010-02-11,Parts per billion,30.652173913043477
44201,0050002,1,2010-02-12,Parts per billion,33.125
44201,0050002,1,2010-02-13,Parts per billion,36.5
44201,0050002,1,2010-02-14,Parts per billion,35.416666666666664
44201,0050002,1,2010-02-15,Parts per billion,32.375
44201,0050002,1,2010-02-16,Parts per billion,24.458333333333332
44201,0050002,1,2010-02-17,Parts per billion,32.291666666666664
44201,0050002,1,2010-02-18,Parts per billion,22.25
44201,0050002,1,2010-02-19,Parts per billion,27.166666666666668
44201,0050002,1,2010-02-20,Parts per billion,18.708333333333332
44201,0050002,1,2010-02-21,Parts per billion,24.708333333333332
44201,0050002,1,2010-02-22,Parts per billion,25.166666666666668
44201,0050002,1,2010-02-23,Parts per billion,38.25
44201,0050002,1,2010-02-24,Parts per billion,26.333333333333332
44201,0050002,1,2010-02-25,Parts per billion,18.304347826086957
44201,0050002,1,2010-02-26,Parts per billion,25.36842105263158
44201,0050002,1,2010-02-27,Parts per billion,30.833333333333332
44201,0050002,1,2010-02-28,Parts per billion,18.541666666666668
44201,0050002,1,2010-03-01,Parts per billion,17.875
44201,0050002,1,2010-03-02,Parts per billion,34.083333333333336
44201,0050002,1,2010-03-03,Parts per billion,28.416666666666668
44201,0050002,1,2010-03-04,Parts per billion,36.416666666666664
44201,0050002,1,2010-03-05,Parts per billion,26.82608695652174
44201,0050002,1,2010-03-06,Parts per billion,36.166666666666664
44201,0050002,1,2010-03-07,Parts per billion,23.958333333333332
44201,0050002,1,2010-03-08,Parts per billion,23.833333333333332
44201,0050002,1,2010-03-09,Parts per billion,42
44201,0050002,1,2010-03-10,Parts per billion,33.458333333333336
44201,0050002,1,2010-03-11,Parts per billion,32.25
44201,0050002,1,2010-03-12,Parts per billion,39.875
44201,0050002,1,2010-03-13,Parts per billion,43.458333333333336
44201,0050002,1,2010-03-14,Parts per billion,23.541666666666668
44201,0050002,1,2010-03-15,Parts per billion,27.666666666666668
44201,0050002,1,2010-03-16,Parts per billion,36.666666666666664
44201,0050002,1,2010-03-17,Parts per billion,42.291666666666664
44201,0050002,1,2010-03-18,Parts per billion,43.041666666666664
44201,0050002,1,2010-03-19,Parts per billion,35.666666666666664
44201,0050002,1,2010-03-20,Parts per billion,32.333333333333336
44201,0050002,1,2010-03-21,Parts per billion,42.041666666666664
44201,0050002,1,2010-03-22,Parts per billion,44.208333333333336
44201,0050002,1,2010-03-23,Parts per billion,30.416666666666668
44201,0050002,1,2010-03-24,Parts per billion,38.625
44201,0050002,1,2010-03-25,Parts per billion,36
44201,0050002,1,2010-03-26,Parts per billion,30.083333333333332
44201,0050002,1,2010-03-27,Parts per billion,40.75
44201,0050002,1,2010-03-28,Parts per billion,49.666666666666664
44201,0050002,1,2010-03-29,Parts per billion,45.958333333333336
44201,0050002,1,2010-03-30,Parts per billion,44.583333333333336
44201,0050002,1,2010-03-31,Parts per billion,31.583333333333332
44201,0050002,1,2010-04-01,Parts per billion,44.791666666666664
44201,0050002,1,2010-04-02,Parts per billion,46.458333333333336
44201,0050002,1,2010-04-03,Parts per billion,49.708333333333336
44201,0050002,1,2010-04-04,Parts per billion,43.583333333333336
44201,0050002,1,2010-04-05,Parts per billion,40.416666666666664
44201,0050002,1,2010-04-06,Parts per billion,48.708333333333336
44201,0050002,1,2010-04-07,Parts per billion,42.5
44201,0050002,1,2010-04-08,Parts per billion,42.34782608695652
44201,0050002,1,2010-04-09,Parts per billion,37.333333333333336
44201,0050002,1,2010-04-10,Parts per billion,34.125
44201,0050002,1,2010-04-11,Parts per billion,41.958333333333336
44201,0050002,1,2010-04-12,Parts per billion,48.833333333333336
44201,0050002,1,2010-04-13,Parts per billion,58.125
44201,0050002,1,2010-04-14,Parts per billion,54.166666666666664
44201,0050002,1,2010-04-15,Parts per billion,47.5
44201,0050002,1,2010-04-16,Parts per billion,35.375
44201,0050002,1,2010-04-17,Parts per billion,28.791666666666668
44201,0050002,1,2010-04-18,Parts per billion,46
44201,0050002,1,2010-04-19,Parts per billion,48.375
44201,0050002,1,2010-04-20,Parts per billion,27.291666666666668
44201,0050002,1,2010-04-21,Parts per billion,34.291666666666664
44201,0050002,1,2010-04-22,Parts per billion,35.5
44201,0050002,1,2010-04-23,Parts per billion,41.208333333333336
44201,0050002,1,2010-04-24,Parts per billion,43.5
44201,0050002,1,2010-04-25,Parts per billion,43.916666666666664
44201,0050002,1,2010-04-26,Parts per billion,44.666666666666664
44201,0050002,1,2010-04-27,Parts per billion,40.416666666666664
44201,0050002,1,2010-04-28,Parts per billion,47.166666666666664
44201,0050002,1,2010-04-29,Parts per billion,50.333333333333336
44201,0050002,1,2010-04-30,Parts per billion,35.875
44201,0050002,1,2010-05-01,Parts per billion,38.75
44201,0050002,1,2010-05-02,Parts per billion,36.291666666666664
44201,0050002,1,2010-05-03,Parts per billion,39.833333333333336
44201,0050002,1,2010-05-04,Parts per billion,47
44201,0050002,1,2010-05-05,Parts per billion,42
44201,0050002,1,2010-05-06,Parts per billion,38.65217391304348
44201,0050002,1,2010-05-07,Parts per billion,42.666666666666664
44201,0050002,1,2010-05-08,Parts per billion,33.541666666666664
44201,0050002,1,2010-05-09,Parts per billion,40.5
44201,0050002,1,2010-05-10,Parts per billion,42.208333333333336
44201,0050002,1,2010-05-11,Parts per billion,26.285714285714285
44201,0050002,1,2010-05-12,Parts per billion,23.083333333333332
44201,0050002,1,2010-05-13,Parts per billion,33.083333333333336
44201,0050002,1,2010-05-14,Parts per billion,32.708333333333336
44201,0050002,1,2010-05-15,Parts per billion,35.5
44201,0050002,1,2010-05-16,Parts per billion,48.041666666666664
44201,0050002,1,2010-05-17,Parts per billion,47.75
44201,0050002,1,2010-05-18,Parts per billion,39.708333333333336
44201,0050002,1,2010-05-19,Parts per billion,48.875
44201,0050002,1,2010-05-20,Parts per billion,33.45
44201,0050002,1,2010-05-21,Parts per billion,42.666666666666664
44201,0050002,1,2010-05-22,Parts per billion,50.5
44201,0050002,1,2010-05-23,Parts per billion,44.958333333333336
44201,0050002,1,2010-05-24,Parts per billion,51.916666666666664
44201,0050002,1,2010-05-25,Parts per billion,51.75
44201,0050002,1,2010-05-26,Parts per billion,38.75
44201,0050002,1,2010-05-27,Parts per billion,44.125
44201,0050002,1,2010-05-28,Parts per billion,50.291666666666664
44201,0050002,1,2010-05-29,Parts per billion,49.458333333333336
44201,0050002,1,2010-05-30,Parts per billion,48.833333333333336
44201,0050002,1,2010-05-31,Parts per billion,51.125
44201,0050002,1,2010-06-01,Parts per billion,49.541666666666664
44201,0050002,1,2010-06-02,Parts per billion,43.625
44201,0050002,1,2010-06-03,Parts per billion,30.791666666666668
44201,0050002,1,2010-06-04,Parts per billion,31.458333333333332
44201,0050002,1,2010-06-05,Parts per billion,31.625
44201,0050002,1,2010-06-06,Parts per billion,35.166666666666664
44201,0050002,1,2010-06-07,Parts per billion,39.875
44201,0050002,1,2010-06-08,Parts per billion,38.25
44201,0050002,1,2010-06-09,Parts per billion,44.333333333333336
44201,0050002,1,2010-06-10,Parts per billion,40.041666666666664
44201,0050002,1,2010-06-11,Parts per billion,41.833333333333336
44201,0050002,1,2010-06-12,Parts per billion,31.583333333333332
44201,0050002,1,2010-06-13,Parts per billion,21.541666666666668
44201,0050002,1,2010-06-14,Parts per billion,28.041666666666668
44201,0050002,1,2010-06-15,Parts per billion,51
44201,0050002,1,2010-06-16,Parts per billion,50.5
44201,0050002,1,2010-06-17,Parts per billion,55.458333333333336
44201,0050002,1,2010-06-18,Parts per billion,46.26086956521739
44201,0050002,1,2010-06-19,Parts per billion,49.125
44201,0050002,1,2010-06-20,Parts per billion,40.166666666666664
44201,0050002,1,2010-06-21,Parts per billion,31.583333333333332
44201,0050002,1,2010-06-22,Parts per billion,40.208333333333336
44201,0050002,1,2010-06-23,Parts per billion,52.25
44201,0050002,1,2010-06-24,Parts per billion,54.125
44201,0050002,1,2010-06-25,Parts per billion,42.875
44201,0050002,1,2010-06-26,Parts per billion,44.541666666666664
44201,0050002,1,2010-06-27,Parts per billion,47.583333333333336
44201,0050002,1,2010-06-28,Parts per billion,58.458333333333336
44201,0050002,1,2010-06-29,Parts per billion,55.208333333333336
44201,0050002,1,2010-06-30,Parts per billion,56.958333333333336
44201,0050002,1,2010-07-01,Parts per billion,57.708333333333336
44201,0050002,1,2010-07-02,Parts per billion,52.666666666666664
44201,0050002,1,2010-07-03,Parts per billion,47.333333333333336
